375,272
2,3,57,58
1325,117
312,134,703
3,2,14,51,57,60,158
967,111
5,13
134,312
288,144
13,5
296,552,291
1539,1544
552,296
93,117
94,2107
14,3,57
365,369,150
505,382,387,1177,510,378,379
19,45,48,109,63
208,217
382,505,383,387,1177,389,378,379
2106,2110
272,375
2041,1304
1173,1174
956,119
328,765
2107,94
1831,611
297,57,58
215,58
217,208
2108,2050
383,382,387,384,378,379
703,312,119
1174,1173
807,145
387,505,382,383,1177,389,378,379
1177,505,382,387,510,378,379
369,365,150
510,505,1177
389,382,387,378,379
40,51
787,791
511,517
144,288
145,807
105,111
44,159
480,286
45,19,169,109,63
2109,380
48,19
51,3,40,57
169,45,109
109,19,45,169,63
111,967,105
308,380
57,2,3,14,297,51,58,60
384,383,379
58,2,297,215,57
60,3,57
150,365,369
386,379
1304,2041
1544,1539
63,19,45,109,112
112,63
851,611
378,505,382,383,387,1177,389,379
2050,2108
379,505,382,383,387,1177,389,384,386,378
380,2109,308
158,3
117,1325,93
791,787
1184,1185
119,956,703
1185,1184
159,44
765,328
286,480
2110,2106
517,511
611,1831,851
291,296
